id,name,type,owner,first_use,uses,deliverable,gate,status,unit
PUZ-DRAIN-TEST,Drain Test,Puzzle mechanism,Designer + gameplay engineer + artist,C08-S01,C08-S01,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-DRYING-BRIDGE,Drying Bridge,Puzzle mechanism,Designer + gameplay engineer + artist,C02-S02,C02-S02,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-EVAC-SHUTTER,Evac Shutter,Puzzle mechanism,Designer + gameplay engineer + artist,C07-S03,C07-S03,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-EXIT-GATE,Exit Gate,Puzzle mechanism,Designer + gameplay engineer + artist,C08-S05,C08-S05,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-HINGED-FLOOR,Hinged Floor,Puzzle mechanism,Designer + gameplay engineer + artist,C03-S03,C03-S03,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-LIGHT-SHUTTER,Light Shutter,Puzzle mechanism,Designer + gameplay engineer + artist,C02-S04,C02-S04,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-LOCAL-WITHDRAWAL,Local Withdrawal,Puzzle mechanism,Designer + gameplay engineer + artist,C07-S05,C07-S05,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-RACK-PAIR,Rack Pair,Puzzle mechanism,Designer + gameplay engineer + artist,C02-S03,C02-S03,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-RECEIVING-BLOCKS,Receiving Blocks,Puzzle mechanism,Designer + gameplay engineer + artist,C06-S04,C06-S04,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-RELAY-THREE,Relay Three,Puzzle mechanism,Designer + gameplay engineer + artist,C06-S02,C06-S02,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-REMOTE-HATCH,Remote Hatch,Puzzle mechanism,Designer + gameplay engineer + artist,C03-S02,C03-S02,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-RESCUE-RIG,Rescue Rig,Puzzle mechanism,Designer + gameplay engineer + artist,C04-S04,C04-S04,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-ROLLER,Roller,Puzzle mechanism,Designer + gameplay engineer + artist,C02-S05,C02-S05,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-ROTATOR,Rotator,Puzzle mechanism,Designer + gameplay engineer + artist,C01-S04,C01-S04,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-SCREW-JACK,Screw Jack,Puzzle mechanism,Designer + gameplay engineer + artist,C05-S03,C05-S03,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-SHUTTER,Shutter,Puzzle mechanism,Designer + gameplay engineer + artist,C01-S03,C01-S03; C01-S06; C04-S03,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-SLAB,Slab,Puzzle mechanism,Designer + gameplay engineer + artist,C05-S02,C05-S02,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-STAIR-LANDING,Stair Landing,Puzzle mechanism,Designer + gameplay engineer + artist,C07-S04,C07-S04,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-STAIR-RATCHET,Stair Ratchet,Puzzle mechanism,Designer + gameplay engineer + artist,C03-S04,C03-S04,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-SUPPORT-PROP,Support Prop,Puzzle mechanism,Designer + gameplay engineer + artist,C02-S05,C02-S05,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-SUPPORT-SHOES,Support Shoes,Puzzle mechanism,Designer + gameplay engineer + artist,C04-S05,C04-S05,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-SUPPORT-TROLLEY,Support Trolley,Puzzle mechanism,Designer + gameplay engineer + artist,C05-S02,C05-S02,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-TROLLEY-BRAKE,Trolley Brake,Puzzle mechanism,Designer + gameplay engineer + artist,C04-S03,C04-S03,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
PUZ-WINCH,Winch,Puzzle mechanism,Designer + gameplay engineer + artist,C04-S05,C04-S05,"Motion definition, contact sockets, hold/support states, save data, sounds and solvability fixture.",M03/M12,Not started,Work package / family
UI-CREDITS,Credits,UI,UI artist + engineer,C08-S06,C08-S06,"Localized text/glyphs, controller navigation, scalable readability and safe pause state.",M11/M14,Not started,Work package / family
VFX-CONCRETE-DUST,Concrete Dust,VFX,Technical artist,C06-S04,C06-S04,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-CONTACT-TENSION,Contact Tension,VFX,Technical artist,C03-S02,C03-S02,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-DISCHARGE,Discharge,VFX,Technical artist,C08-S03,C08-S03,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-DUST,Dust,VFX,Technical artist,C01-S04,C01-S04,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-DUST-SHEAR,Dust Shear,VFX,Technical artist,C08-S04,C08-S04,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-LEAK,Leak,VFX,Technical artist,C05-S06,C05-S06,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-PLASTER,Plaster,VFX,Technical artist,C01-S02,C01-S02,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-RAIN,Rain,VFX,Technical artist,C03-S06,C03-S06,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-STEAM,Steam,VFX,Technical artist,C02-S01,C02-S01,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-TEST-FLOW,Test Flow,VFX,Technical artist,C06-S03,C06-S03,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
VFX-TEST-FLOW-FINAL,Test Flow Final,VFX,Technical artist,C08-S01,C08-S01,State-driven effect; bounded overdraw; low-quality fallback preserves clue; pause/reset behavior.,M11/M13,Not started,Work package / family
PROP-BRACE,"Portable brace, hand contacts and range vane",Prop,Character artist + technical artist,C01-S02,C01-S02,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
KIT-BURDEN,Burden gallery construction kit,Environment kit,Environment artist,C05-S01,C05-S01,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
KIT-ROOT-ESCAPE,Root and escape construction kit,Environment kit,Environment artist,C07-S01,C07-S01,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
KIT-EMBANKMENT,Embankment kit,Environment kit,Environment artist,C08-S06,C08-S06,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
PROP-DOMESTIC-SET,"Furniture, utensils, curtains and repair-tool set",Prop,Environment artist,C01-S01,C01-S01,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
PROP-CIVIC-SET,"Porcelain covers, gauges, pictograms and transport fixtures",Prop,Environment artist,C01-S01,C01-S01,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
PROP-LAUNDRY-SET,"Drains, textiles, baskets and hanging tool variants",Prop,Environment artist,C02-S01,C02-S01,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
VFX-WETNESS,"Rain, wetness and shallow-water contact family",VFX,Technical artist,C03-S06,C03-S06,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
VFX-OCCLUDER-FADE,Foreground readability fallback,VFX,Technical artist,C01-S01,C01-S01,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
UI-MENUS,"Title, pause, continue, settings and reached-chapter replay",UI,UI engineer + artist,Boot,Boot,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
UI-INPUT,"Remapping, glyph sets and interaction assistance",UI,UI engineer + artist,Boot,Boot,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
UI-CAPTIONS,Dialogue/sound-direction captions and accessibility options,UI,UI engineer + artist,Boot,Boot,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
UI-ERRORS,"Save failure, restart and recoverable error presentation",UI,UI engineer + artist,Boot,Boot,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
AUD-UI,Menu and safe error-feedback event family,Audio,Sound designer,Boot,Boot,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
BUILD-STORE,"Original store capsules, screenshots and spoiler-safe trailer",Marketing,Producer + artist,Release,Release,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
BUILD-CREDITS,"Credits, licensed notices and content/accessibility descriptions",Product,Producer,Release,Release,See master sections8–11 and16 for integration/delivery requirements.,M11/M16,Not started,Work package / family
