id,actor,name,category,source_requirement,loop,acceptance,status
ANM-138,CHR-CUST-A,CUST_harness_held_pose,Custodian shared,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-139,CHR-CUST-A,CUST_held_eye_track,Custodian shared,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-140,CHR-CUST-A,CUST_held_breath,Custodian shared,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-141,CHR-CUST-A,CUST_recover_release,Custodian shared,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-142,CHR-CUST-A,CUST_transfer_attach,Custodian shared,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-143,CHR-CUST-A,CUST_transport_push,Custodian shared,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-144,RIG-PORTER,PORTER_park,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-145,RIG-PORTER,PORTER_load_detect,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-146,RIG-PORTER,PORTER_orient,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-147,RIG-PORTER,PORTER_reach,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-148,RIG-PORTER,PORTER_secure_sack,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-149,RIG-PORTER,PORTER_secure_target,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-150,RIG-PORTER,PORTER_retract,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-151,RIG-PORTER,PORTER_unload,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-152,RIG-PORTER,PORTER_return,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-153,RIG-PORTER,PORTER_drive_arrest,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-154,RIG-PORTER,PORTER_drive_release,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-155,RIG-PORTER,PORTER_obstructed,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-156,RIG-PORTER,PORTER_hose_tension,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-157,RIG-PORTER,PORTER_gaze_tracking,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-158,RIG-PORTER,PORTER_breathing,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-159,RIG-PORTER,PORTER_submerged_reach,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-160,RIG-PORTER,PORTER_dock_tip,Porter rig and person,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-161,CHR-BEARER-01,BEARER_standing_strain,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-162,CHR-BEARER-01,BEARER_seated_strain,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-163,CHR-BEARER-01,BEARER_leaning_left,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-164,CHR-BEARER-01,BEARER_leaning_right,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-165,CHR-BEARER-01,BEARER_overhead_strain,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-166,CHR-BEARER-01,BEARER_wrist_strain,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-167,CHR-BEARER-01,BEARER_eye_independent,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-168,CHR-BEARER-01,BEARER_finger_flex,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-169,CHR-BEARER-01,BEARER_load_relax,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-170,CHR-BEARER-01,BEARER_first_step_stumble,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-171,CHR-BEARER-01,BEARER_steady_self,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-172,CHR-BEARER-01,BEARER_help_neighbor,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-173,CHR-BEARER-01,BEARER_queue_exit,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-174,CHR-BEARER-01,BEARER_brace_rail,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-175,CHR-BEARER-01,BEARER_brace_bed,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-176,CHR-BEARER-01,BEARER_catch_elbow,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-177,CHR-BEARER-01,BEARER_recover_balance,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-178,CHR-BEARER-01,BEARER_evacuate_walk,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-179,CHR-BEARER-01,BEARER_evacuate_pause,Shared bearer/cohort,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-180,CHR-ORREN,ORREN_pawl_release,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-181,CHR-ORREN,ORREN_uncurl_hand,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-182,CHR-ORREN,ORREN_test_knee,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-183,CHR-ORREN,ORREN_stand_slow,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-184,CHR-ORREN,ORREN_limp_walk,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-185,CHR-ORREN,ORREN_help_other,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-186,CHR-ORREN,ORREN_manual_gate_hold,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-187,CHR-ORREN,ORREN_gate_release,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-188,CHR-ORREN,ORREN_final_wait,Orren,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-189,RIG-WARD,WARD_cradle_idle,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-190,RIG-WARD,WARD_take_balance,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-191,RIG-WARD,WARD_first_support_lift,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-192,RIG-WARD,WARD_first_step_settle,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-193,RIG-WARD,WARD_support_transfer,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-194,RIG-WARD,WARD_front_advance,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-195,RIG-WARD,WARD_rear_follow,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-196,RIG-WARD,WARD_brace_static,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-197,RIG-WARD,WARD_narrow_lower,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-198,RIG-WARD,WARD_narrow_advance,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-199,RIG-WARD,WARD_crouch_enter,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-200,RIG-WARD,WARD_crouch_traverse,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-201,RIG-WARD,WARD_rise_align,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-202,RIG-WARD,WARD_kneel_approach,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-203,RIG-WARD,WARD_porch_align,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-204,RIG-WARD,WARD_support_lock,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-205,RIG-WARD,WARD_park_final,Ward rig authored poses,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-206,FAUNA-WADER,FAUNA_wader_idle,Ambient life,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-207,FAUNA-WADER,FAUNA_wader_forage,Ambient life,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-208,FAUNA-WADER,FAUNA_wader_startle,Ambient life,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-209,FAUNA-WADER,FAUNA_wader_fly,Ambient life,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-210,FAUNA-FISH,FAUNA_fish_idle,Ambient life,Authored motion/pose with named contact events; approve from actual gameplay camera.,True,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
ANM-211,FAUNA-FISH,FAUNA_fish_dart,Ambient life,Authored motion/pose with named contact events; approve from actual gameplay camera.,False,"Contact, silhouette and interruption reviewed; motor remains responsive; no unexplained input lock.",Backlog
